,RGIId_Full,x,y,elevation,dh1,void_mask,Area,Zmin,Zmed,Zmax,Slope,dc_ratio,HI,sin_Aspect,cos_Aspect
25,RGI60-15.03230,88.28277776689248,27.50333334433189,5348.64990234,-0.829156816005707,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
26,RGI60-15.03230,88.28305554467026,27.50333334433189,5358.55029297,-0.793936550617218,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
27,RGI60-15.03230,88.28333332244804,27.50333334433189,5359.16943359,-0.583371579647064,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
28,RGI60-15.03230,88.28361110022583,27.50333334433189,5358.67041016,-0.583371579647064,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
29,RGI60-15.03230,88.27833332244796,27.503055566554146,5155.05566406,-0.938692450523376,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
30,RGI60-15.03230,88.27861110022575,27.503055566554146,5164.59130859,-0.824420750141144,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
31,RGI60-15.03230,88.27888887800353,27.503055566554146,5173.46826172,-0.819783449172974,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
32,RGI60-15.03230,88.28055554467022,27.503055566554146,5234.50390625,-0.664285898208618,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
33,RGI60-15.03230,88.280833322448,27.503055566554146,5247.47558594,-0.669823229312897,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
34,RGI60-15.03230,88.28111110022579,27.503055566554146,5256.02490234,-0.889055252075195,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
35,RGI60-15.03230,88.28138887800357,27.503055566554146,5263.28222656,-0.889055252075195,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
36,RGI60-15.03230,88.28166665578135,27.503055566554146,5271.45556641,-0.889055252075195,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
37,RGI60-15.03230,88.28194443355913,27.503055566554146,5280.00732422,-0.927242636680603,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
38,RGI60-15.03230,88.28222221133692,27.503055566554146,5296.33007813,-0.971569418907166,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
39,RGI60-15.03230,88.2824999891147,27.503055566554146,5314.78466797,-0.875630736351013,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
40,RGI60-15.03230,88.28277776689248,27.503055566554146,5329.22802734,-0.816977381706238,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
41,RGI60-15.03230,88.28305554467026,27.503055566554146,5340.22363281,-0.822036921977997,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
42,RGI60-15.03230,88.28333332244804,27.503055566554146,5341.44970703,-0.652066111564636,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
43,RGI60-15.03230,88.28361110022583,27.503055566554146,5345.97412109,-0.652066111564636,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
44,RGI60-15.03230,88.27805554467018,27.502777788776392,5145.52246094,-0.73360013961792,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
45,RGI60-15.03230,88.27833332244796,27.502777788776392,5157.22021484,-0.738671779632568,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
46,RGI60-15.03230,88.27861110022575,27.502777788776392,5165.38378906,-1.208185434341431,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
47,RGI60-15.03230,88.27888887800353,27.502777788776392,5172.04589844,-1.158284664154053,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
48,RGI60-15.03230,88.27916665578131,27.502777788776392,5178.13769531,-1.158284664154053,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
49,RGI60-15.03230,88.27944443355909,27.502777788776392,5185.875,-1.008825540542603,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
50,RGI60-15.03230,88.27972221133687,27.502777788776392,5194.97167969,-0.940199196338654,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
51,RGI60-15.03230,88.27999998911466,27.502777788776392,5203.18505859,-0.895023167133331,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
52,RGI60-15.03230,88.28027776689244,27.502777788776392,5213.26757813,-0.792135238647461,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
53,RGI60-15.03230,88.28055554467022,27.502777788776392,5223.11914063,-0.819509625434875,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
54,RGI60-15.03230,88.280833322448,27.502777788776392,5236.43652344,-0.857865869998932,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
55,RGI60-15.03230,88.28111110022579,27.502777788776392,5248.66650391,-0.892537891864777,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
56,RGI60-15.03230,88.28138887800357,27.502777788776392,5260.36035156,-0.892537891864777,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
57,RGI60-15.03230,88.28166665578135,27.502777788776392,5269.31494141,-0.892537891864777,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
58,RGI60-15.03230,88.28194443355913,27.502777788776392,5278.78613281,-0.884785771369934,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
59,RGI60-15.03230,88.28222221133692,27.502777788776392,5285.92822266,-0.83642852306366,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
60,RGI60-15.03230,88.2824999891147,27.502777788776392,5296.88427734,-0.746361672878265,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
61,RGI60-15.03230,88.28277776689248,27.502777788776392,5314.86816406,-0.758108615875244,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
62,RGI60-15.03230,88.28305554467026,27.502777788776392,5325.48193359,-0.794330418109894,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
63,RGI60-15.03230,88.28333332244804,27.502777788776392,5331.18505859,-0.605279564857483,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
64,RGI60-15.03230,88.28361110022583,27.502777788776392,5336.83935547,-0.605279564857483,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
65,RGI60-15.03230,88.2777777668924,27.50250001099864,5140.30371094,-0.421609491109848,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
66,RGI60-15.03230,88.27805554467018,27.50250001099864,5149.39550781,-0.404372841119766,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
67,RGI60-15.03230,88.27833332244796,27.50250001099864,5157.13623047,-0.573306083679199,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
68,RGI60-15.03230,88.27861110022575,27.50250001099864,5163.21435547,-1.263507604598999,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
69,RGI60-15.03230,88.27888887800353,27.50250001099864,5169.1875,-1.286217927932739,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
70,RGI60-15.03230,88.27916665578131,27.50250001099864,5173.70898438,-1.286217927932739,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
71,RGI60-15.03230,88.27944443355909,27.50250001099864,5182.31298828,-1.295659899711609,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
72,RGI60-15.03230,88.27972221133687,27.50250001099864,5194.00634766,-1.091312289237976,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
73,RGI60-15.03230,88.27999998911466,27.50250001099864,5203.46142578,-1.044761776924133,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
74,RGI60-15.03230,88.28027776689244,27.50250001099864,5212.16845703,-0.901564240455627,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
75,RGI60-15.03230,88.28055554467022,27.50250001099864,5218.81494141,-0.868103921413422,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
76,RGI60-15.03230,88.280833322448,27.50250001099864,5230.06152344,-0.80047082901001,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
77,RGI60-15.03230,88.28111110022579,27.50250001099864,5242.67626953,-0.656889081001282,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
78,RGI60-15.03230,88.28138887800357,27.50250001099864,5257.16894531,-0.656889081001282,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
79,RGI60-15.03230,88.28166665578135,27.50250001099864,5269.53564453,-0.549864292144775,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
80,RGI60-15.03230,88.28194443355913,27.50250001099864,5278.86962891,-0.549864292144775,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
81,RGI60-15.03230,88.28222221133692,27.50250001099864,5284.28857422,-0.553147971630096,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
82,RGI60-15.03230,88.2824999891147,27.50250001099864,5290.04394531,-0.680901944637299,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
83,RGI60-15.03230,88.28277776689248,27.50250001099864,5308.52685547,-0.714148819446564,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
84,RGI60-15.03230,88.28305554467026,27.50250001099864,5319.20263672,-0.616031408309937,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
85,RGI60-15.03230,88.28333332244804,27.50250001099864,5328.59228516,-0.393349230289459,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
86,RGI60-15.03230,88.28361110022583,27.50250001099864,5336.34619141,-0.393349230289459,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
87,RGI60-15.03230,88.27805554467018,27.50222223322089,5146.58691406,-0.346940338611603,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
88,RGI60-15.03230,88.27833332244796,27.50222223322089,5150.41796875,-0.491514682769775,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
89,RGI60-15.03230,88.27861110022575,27.50222223322089,5155.59375,-1.143241763114929,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
90,RGI60-15.03230,88.27888887800353,27.50222223322089,5162.62597656,-1.295025110244751,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
91,RGI60-15.03230,88.27916665578131,27.50222223322089,5168.03222656,-1.295025110244751,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
92,RGI60-15.03230,88.27944443355909,27.50222223322089,5178.859375,-1.377642154693604,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
93,RGI60-15.03230,88.27972221133687,27.50222223322089,5193.3359375,-1.121955871582031,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
94,RGI60-15.03230,88.27999998911466,27.50222223322089,5204.52441406,-1.070607542991638,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
95,RGI60-15.03230,88.28027776689244,27.50222223322089,5210.81689453,-0.919539511203766,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
96,RGI60-15.03230,88.28055554467022,27.50222223322089,5216.17626953,-0.818801522254944,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
97,RGI60-15.03230,88.280833322448,27.50222223322089,5225.60009766,-0.594850122928619,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
98,RGI60-15.03230,88.28111110022579,27.50222223322089,5238.7578125,-0.538881123065948,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
99,RGI60-15.03230,88.28138887800357,27.50222223322089,5252.57275391,-0.538881123065948,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
100,RGI60-15.03230,88.28166665578135,27.50222223322089,5264.51171875,-0.515692949295044,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
101,RGI60-15.03230,88.28194443355913,27.50222223322089,5273.50488281,-0.515692949295044,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
102,RGI60-15.03230,88.28222221133692,27.50222223322089,5280.43701172,-0.531846582889557,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
103,RGI60-15.03230,88.2824999891147,27.50222223322089,5288.33886719,-0.624978542327881,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
104,RGI60-15.03230,88.28277776689248,27.50222223322089,5305.22998047,-0.589036107063293,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
105,RGI60-15.03230,88.28305554467026,27.50222223322089,5317.8203125,-0.616031408309937,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
106,RGI60-15.03230,88.28333332244804,27.50222223322089,5332.03662109,-0.393349230289459,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
107,RGI60-15.03230,88.27861110022575,27.50194445544314,5144.72509766,-1.321547508239746,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
108,RGI60-15.03230,88.27888887800353,27.50194445544314,5150.54052734,-1.258756160736084,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
109,RGI60-15.03230,88.27916665578131,27.50194445544314,5157.06201172,-1.258756160736084,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
110,RGI60-15.03230,88.27944443355909,27.50194445544314,5171.12109375,-1.20841920375824,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
111,RGI60-15.03230,88.27972221133687,27.50194445544314,5189.42529297,-1.089990973472595,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
112,RGI60-15.03230,88.27999998911466,27.50194445544314,5199.53027344,-1.044783115386963,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
113,RGI60-15.03230,88.28027776689244,27.50194445544314,5204.18652344,-0.955568671226501,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
114,RGI60-15.03230,88.28055554467022,27.50194445544314,5209.91796875,-0.885605275630951,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
115,RGI60-15.03230,88.280833322448,27.50194445544314,5219.37353516,-0.802646994590759,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
116,RGI60-15.03230,88.28111110022579,27.50194445544314,5232.54443359,-0.744791865348816,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
117,RGI60-15.03230,88.28138887800357,27.50194445544314,5244.78857422,-0.744791865348816,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
118,RGI60-15.03230,88.28166665578135,27.50194445544314,5256.14404297,-0.703042507171631,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
119,RGI60-15.03230,88.28194443355913,27.50194445544314,5265.12207031,-0.515692949295044,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
120,RGI60-15.03230,88.28222221133692,27.50194445544314,5274.65625,-0.531846582889557,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
121,RGI60-15.03230,88.2824999891147,27.50194445544314,5287.76855469,-0.624978542327881,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
122,RGI60-15.03230,88.28277776689248,27.50194445544314,5304.50097656,-0.589036107063293,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
123,RGI60-15.03230,88.28305554467026,27.50194445544314,5321.99121094,-0.381378948688507,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
124,RGI60-15.03230,88.27861110022575,27.50166667766539,5136.91552734,-1.3196702003479,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
125,RGI60-15.03230,88.27888887800353,27.50166667766539,5139.18701172,-1.255779504776001,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
126,RGI60-15.03230,88.27916665578131,27.50166667766539,5144.14160156,-1.255779504776001,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
127,RGI60-15.03230,88.27944443355909,27.50166667766539,5160.24023438,-1.229594826698303,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
128,RGI60-15.03230,88.27972221133687,27.50166667766539,5181.85693359,-1.145340800285339,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
129,RGI60-15.03230,88.27999998911466,27.50166667766539,5190.68945313,-1.125845193862915,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
130,RGI60-15.03230,88.28027776689244,27.50166667766539,5195.55664063,-1.040329217910767,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
131,RGI60-15.03230,88.28055554467022,27.50166667766539,5200.22216797,-0.978384912014008,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
132,RGI60-15.03230,88.280833322448,27.50166667766539,5210.23339844,-0.802646994590759,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
133,RGI60-15.03230,88.28111110022579,27.50166667766539,5223.74365234,-0.744791865348816,False,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
134,RGI60-15.03230,88.28138887800357,27.50166667766539,5234.89013672,-0.744791865348816,True,0.298,5048,5268,5393,24.7,0.1298657718120805,-1.7599999999999998,-0.8090169943749473,-0.5877852522924732
